id,hora_de_criacao,hora_da_modificacao,proprietario_do_matricula,proprietario_do_matricula_name,aluno,data_de_desistencia_do_curso,estagio,nota_final,processo_seletivo,turma,criado_por,opcao_de_sair_do_email,hora_da_ultima_atividade,modificado_por,mass_update,motivo_da_desistencia,tipo_de_comunicacao,aluno_destaque,justificativa_comunicacao,aws_certified_cloud_practitioner,data_de_resultado,data_do_agendamento,reprovacao_laboratorio,reprovacao_por_falta,voucher_distribuido,criar_empregabilidade,pular_envio_vc2,tipo_de_matricula
5288345000020835058,13/02/2023 10:20,11/10/2024 14:27,5288345000000366001,Administrador EdN,5.288345000012451e+18,,Aprovado,81.0,5.288345000012442e+18,5.288345000012356e+18,5288345000000366001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Curso Base
5288345000020835112,13/02/2023 11:05,11/10/2024 14:27,5288345000000366001,Administrador EdN,5.288345000016437e+18,27/02/2023,Desistência,,5.288345000016423e+18,5.288345000012356e+18,5288345000000366001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,Conseguiu um emprego,,No,,,,,No,No,No,No,No,Curso Base
5288345000020836049,13/02/2023 10:25,11/10/2024 14:27,5288345000000366001,Administrador EdN,5.288345000012972e+18,01/03/2023,Desistência,,5.288345000012991e+18,5.288345000012356e+18,5288345000000366001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,Passou em outro curso,,No,,,,,No,No,No,No,No,Curso Base
5288345000020836063,13/02/2023 10:50,11/10/2024 14:27,5288345000000366001,Administrador EdN,5.28834500001459e+18,,Aprovado,85.0,5.288345000014562e+18,5.288345000013624e+18,5288345000000366001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Curso Base
5288345000020836069,13/02/2023 10:53,11/10/2024 14:27,5288345000000366001,Administrador EdN,5.288345000013991e+18,07/03/2023,Desistência,,5.288345000014005e+18,5.288345000013624e+18,5288345000000366001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,Evasão sem justificativa/sem retorno,,No,,,,,No,No,No,No,No,Curso Base
5288345000020836131,13/02/2023 11:15,11/10/2024 14:27,5288345000000366001,Administrador EdN,5.288345000012442e+18,17/02/2023,Desistência,,5.288345000012458e+18,5.288345000012356e+18,5288345000000366001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,Evasão sem justificativa/sem retorno,,No,,,,,No,No,No,No,No,Curso Base
5288345000020836137,13/02/2023 11:24,11/10/2024 14:27,5288345000000366001,Administrador EdN,5.288345000013631e+18,,Aprovado,78.0,5.28834500001363e+18,5.288345000012356e+18,5288345000000366001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Curso Base
5288345000020837098,13/02/2023 09:54,11/11/2024 05:50,5288345000000366001,Administrador EdN,5.288345000012697e+18,,Aprovado,96.0,5.288345000012681e+18,5.288345000012355e+18,5288345000000366001,No,11/11/2024 05:50,5288345000015189003,14/12/2023,,Empregabilidade,No,,Aprovado,26/07/2023,26/07/2023,No,No,No,No,No,Curso Base
5288345000020837172,13/02/2023 10:28,11/10/2024 14:27,5288345000000366001,Administrador EdN,5.288345000014558e+18,09/03/2023,Desistência,,5.288345000014603e+18,5.288345000013624e+18,5288345000000366001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,Disponibilidade de tempo,,No,,,,,No,No,No,No,No,Curso Base
5288345000020837232,13/02/2023 11:10,11/10/2024 14:27,5288345000000366001,Administrador EdN,5.288345000013308e+18,,Aprovado,90.0,5.2883450000133e+18,5.288345000012356e+18,5288345000000366001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,,Empregabilidade,No,,,,,No,No,No,Yes,No,Curso Base
5288345000020837243,13/02/2023 11:20,11/10/2024 14:27,5288345000000366001,Administrador EdN,5.288345000012682e+18,17/02/2023,Desistência,,5.288345000012695e+18,5.288345000012356e+18,5288345000000366001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,Evasão sem justificativa/sem retorno,,No,,,,,No,No,No,No,No,Curso Base
5288345000020837251,13/02/2023 11:24,11/10/2024 14:27,5288345000000366001,Administrador EdN,5.288345000013442e+18,01/03/2023,Desistência,,5.288345000013701e+18,5.288345000012356e+18,5288345000000366001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,Dificuldade em acompanhar o professor/curso,,No,,,,,No,No,No,No,No,Curso Base
5288345000020837256,13/02/2023 11:26,11/10/2024 14:27,5288345000000366001,Administrador EdN,5.288345000008373e+18,,Aprovado,89.0,5.288345000016599e+18,5.288345000012356e+18,5288345000000366001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,,Empregabilidade,No,,,,,No,No,No,No,No,Curso Base
5288345000020764035,13/02/2023 09:16,11/10/2024 14:27,5288345000000366001,Administrador EdN,5.288345000014992e+18,,Aprovado,91.0,5.288345000014978e+18,5.288345000012355e+18,5288345000000366001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,,,No,,NoShow,03/04/2024,23/12/2023,No,No,Yes,No,No,Curso Base
5288345000020764047,13/02/2023 09:18,11/10/2024 14:27,5288345000000366001,Administrador EdN,5.28834500000362e+18,,Reprovado,60.0,5.288345000016131e+18,5.288345000012355e+18,5288345000000366001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Curso Base
5288345000020771013,13/02/2023 09:19,11/10/2024 14:27,5288345000000366001,Administrador EdN,5.288345000013317e+18,,Aprovado,92.0,5.288345000013643e+18,5.288345000012355e+18,5288345000000366001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,,Empregabilidade,No,,,,,No,No,No,No,No,Curso Base
5288345000020778086,13/02/2023 09:14,11/10/2024 14:27,5288345000000366001,Administrador EdN,5.288345000013175e+18,20/03/2023,Desistência,,5.288345000013633e+18,5.288345000012355e+18,5288345000000366001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,Evasão sem justificativa/sem retorno,,No,,,,,No,No,No,No,No,Curso Base
5288345000020782010,13/02/2023 09:16,11/10/2024 14:27,5288345000000366001,Administrador EdN,5.288345000014897e+18,,Aprovado,92.0,5.2883450000149e+18,5.288345000012355e+18,5288345000000366001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,,Empregabilidade,No,,Aprovado,18/12/2023,30/11/2023,No,No,Yes,No,No,Curso Base
5288345000020783064,13/02/2023 09:10,11/10/2024 14:27,5288345000000366001,Administrador EdN,5.288345000015667e+18,,Aprovado,71.0,5.28834500001567e+18,5.288345000012355e+18,5288345000000366001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,,Empregabilidade,No,,Reprovado,11/06/2024,30/11/2023,No,No,Yes,No,No,Curso Base
5288345000020784013,13/02/2023 09:11,11/10/2024 14:27,5288345000000366001,Administrador EdN,5.288345000015826e+18,,Aprovado,83.0,5.288345000015828e+18,5.288345000012355e+18,5288345000000366001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Curso Base
5288345000020791037,13/02/2023 09:12,11/10/2024 14:27,5288345000000366001,Administrador EdN,5.288345000016521e+18,,Reprovado,63.0,5.288345000016543e+18,5.288345000012355e+18,5288345000000366001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Curso Base
5288345000020791042,13/02/2023 09:18,11/10/2024 14:27,5288345000000366001,Administrador EdN,5.288345000014855e+18,,Aprovado,98.0,5.288345000014839e+18,5.288345000012355e+18,5288345000000366001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,,Empregabilidade,No,,Aprovado,01/10/2023,17/04/2023,No,No,Yes,No,No,Curso Base
5288345000020795034,13/02/2023 09:17,11/10/2024 14:27,5288345000000366001,Administrador EdN,5.288345000013511e+18,,Aprovado,90.0,5.288345000013586e+18,5.288345000012355e+18,5288345000000366001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,,Empregabilidade,No,,,,,No,No,No,No,No,Curso Base
5288345000020795039,13/02/2023 09:19,25/10/2024 10:58,5288345000000366001,Administrador EdN,5.288345000014591e+18,,Aprovado,89.0,5.288345000014566e+18,5.288345000012355e+18,5288345000000366001,No,25/10/2024 10:58,5288345000015189003,14/12/2023,,Empregabilidade,No,,Aprovado,25/10/2024,,No,No,No,No,No,Curso Base
5288345000020799004,13/02/2023 09:17,11/10/2024 14:27,5288345000000366001,Administrador EdN,5.288345000014019e+18,,Aprovado,93.0,5.288345000014015e+18,5.288345000012355e+18,5288345000000366001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,,Empregabilidade,No,,Aprovado,15/01/2024,27/12/2023,No,No,Yes,No,No,Curso Base
5288345000020803091,13/02/2023 09:12,11/10/2024 14:27,5288345000000366001,Administrador EdN,5.288345000013638e+18,03/03/2023,Desistência,,5.28834500001363e+18,5.288345000012355e+18,5288345000000366001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,Disponibilidade de tempo,,No,,,,,No,No,No,No,No,Curso Base
5288345000020811025,13/02/2023 09:18,11/10/2024 14:27,5288345000000366001,Administrador EdN,5.288345000013734e+18,,Aprovado,85.0,5.288345000013696e+18,5.288345000012355e+18,5288345000000366001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,,Empregabilidade,No,,NoShow,31/10/2023,29/10/2023,No,No,Yes,No,No,Curso Base
5288345000020813007,13/02/2023 09:11,11/10/2024 14:27,5288345000000366001,Administrador EdN,5.288345000013726e+18,,Aprovado,95.0,5.288345000013698e+18,5.288345000012355e+18,5288345000000366001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,,Empregabilidade,No,,Voucher Redirecionado,,,No,No,Yes,No,No,Curso Base
5288345000020828004,13/02/2023 09:10,11/10/2024 14:27,5288345000000366001,Administrador EdN,5.288345000014713e+18,13/02/2023,Desistência,,5.288345000014713e+18,5.288345000012355e+18,5288345000000366001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,Motivos de sáude/pessoal,,No,,,,,No,No,No,No,No,Curso Base
5288345000020828009,13/02/2023 09:13,11/10/2024 14:27,5288345000000366001,Administrador EdN,5.288345000013285e+18,,Aprovado,77.0,5.288345000014057e+18,5.288345000012355e+18,5288345000000366001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,,Empregabilidade,No,,,,,No,No,No,No,No,Curso Base
5288345000020831006,13/02/2023 09:09,11/10/2024 14:27,5288345000000366001,Administrador EdN,5.28834500001459e+18,23/02/2023,Desistência,,5.288345000014588e+18,5.288345000012355e+18,5288345000000366001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,Evasão sem justificativa/sem retorno,,No,,,,,No,No,No,No,No,Curso Base
5288345000020831011,13/02/2023 09:10,11/10/2024 14:27,5288345000000366001,Administrador EdN,5.288345000013309e+18,,Reprovado,57.0,5.28834500001331e+18,5.288345000012355e+18,5288345000000366001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Curso Base
5288345000020834004,13/02/2023 09:13,11/10/2024 14:27,5288345000000366001,Administrador EdN,5.28834500001343e+18,10/03/2023,Desistência,,5.2883450000134e+18,5.288345000012355e+18,5288345000000366001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,Evasão sem justificativa/sem retorno,,No,,,,,No,No,No,No,No,Curso Base
5288345000020837001,13/02/2023 09:12,11/10/2024 14:27,5288345000000366001,Administrador EdN,5.288345000006096e+18,,Reprovado,63.0,5.28834500001453e+18,5.288345000012355e+18,5288345000000366001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Curso Base
5288345000024508079,08/03/2023 11:42,11/10/2024 14:27,5288345000003775001,Eduardo Lara,5.288345000013317e+18,,Aprovado,81.0,,5.288345000063156e+18,5288345000003775001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Curso Base
5288345000024508263,08/03/2023 11:52,11/10/2024 14:27,5288345000003775001,Eduardo Lara,5.28834500000744e+18,,Aprovado,71.0,,5.288345000063156e+18,5288345000003775001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Curso Base
5288345000024508325,08/03/2023 12:04,11/10/2024 14:27,5288345000003775001,Eduardo Lara,5.288345000005671e+18,,Reprovado,3.0,,5.288345000063156e+18,5288345000003775001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Curso Base
5288345000024508700,08/03/2023 12:22,11/10/2024 14:27,5288345000003775001,Eduardo Lara,5.288345000024067e+18,,Reprovado,43.0,,5.288345000063156e+18,5288345000003775001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Curso Base
5288345000024508973,08/03/2023 13:47,11/10/2024 14:27,5288345000003775001,Eduardo Lara,5.288345000013019e+18,,Reprovado,39.0,,5.288345000010616e+18,5288345000003775001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Curso Base
5288345000027370062,25/03/2023 14:06,11/10/2024 14:27,5288345000003775001,Eduardo Lara,5.288345000016737e+18,,Aprovado,75.0,,5.288345000012355e+18,5288345000003775001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Curso Base
5288345000027370621,25/03/2023 14:15,11/10/2024 14:27,5288345000003775001,Eduardo Lara,5.288345000014602e+18,,Aprovado,83.0,5.288345000014593e+18,5.288345000012356e+18,5288345000003775001,No,11/10/2024 14:27,5288345000010971001,14/12/2023,,Empregabilidade,No,,Voucher Redirecionado,,,No,No,Yes,No,No,Curso Base
5288345000027627001,28/03/2023 05:51,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000022761e+18,,Reprovado,54.0,,5.288345000027632e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Pré-curso
5288345000027627015,28/03/2023 05:52,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000020588e+18,,Reprovado,10.0,,5.288345000027632e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Pré-curso
5288345000027627029,28/03/2023 05:53,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000023099e+18,,Reprovado,0.0,,5.288345000027632e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Pré-curso
5288345000027627043,28/03/2023 05:54,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000023918e+18,,Reprovado,20.0,,5.288345000027632e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Pré-curso
5288345000027627057,28/03/2023 05:55,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000017289e+18,,Aprovado,87.0,,5.288345000027632e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Pré-curso
5288345000027627071,28/03/2023 05:56,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.28834500002298e+18,,Aprovado,85.0,,5.288345000027632e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Pré-curso
5288345000027627089,28/03/2023 05:59,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.28834500002371e+18,,Aprovado,97.0,,5.288345000027632e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,Empregabilidade,No,,,,,No,No,No,Yes,No,Pré-curso
5288345000027627103,28/03/2023 06:00,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000020779e+18,,Aprovado,88.0,,5.288345000027632e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Pré-curso
5288345000027627117,28/03/2023 06:01,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000020619e+18,,Aprovado,88.0,,5.288345000027632e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,Empregabilidade,No,,,,,No,No,No,Yes,No,Pré-curso
5288345000027627131,28/03/2023 06:02,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000013637e+18,,Aprovado,72.0,,5.288345000027632e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,Empregabilidade,No,,,,,No,No,No,Yes,No,Pré-curso
5288345000027627175,28/03/2023 06:18,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000023949e+18,,Aprovado,76.0,,5.288345000027632e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,Empregabilidade,No,,,,,No,No,No,Yes,No,Pré-curso
5288345000027627319,28/03/2023 06:48,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.28834500002259e+18,,Aprovado,96.0,,5.288345000027628e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Pré-curso
5288345000027627333,28/03/2023 06:49,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000023697e+18,,Aprovado,97.0,,5.288345000027628e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Pré-curso
5288345000027627351,28/03/2023 06:50,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000022318e+18,,Reprovado,64.0,,5.288345000027628e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Pré-curso
5288345000027627365,28/03/2023 06:51,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000023727e+18,,Aprovado,98.0,,5.288345000027628e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Pré-curso
5288345000027627379,28/03/2023 06:52,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000022643e+18,,Reprovado,69.0,,5.288345000027628e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Pré-curso
5288345000027627393,28/03/2023 06:53,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000022234e+18,,Reprovado,66.0,,5.288345000027628e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Pré-curso
5288345000027627411,28/03/2023 06:56,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000022476e+18,,Reprovado,0.0,,5.288345000027628e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Pré-curso
5288345000027627425,28/03/2023 06:57,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000023783e+18,,Aprovado,96.0,,5.288345000027628e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Pré-curso
5288345000027627439,28/03/2023 06:58,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000022375e+18,,Aprovado,88.0,,5.288345000027628e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,Empregabilidade,No,,,,,No,No,No,Yes,No,Pré-curso
5288345000027627453,28/03/2023 06:59,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000022304e+18,,Aprovado,96.0,,5.288345000027628e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,Empregabilidade,No,,,,,No,No,No,Yes,No,Pré-curso
5288345000027627467,28/03/2023 06:59,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000023736e+18,,Aprovado,93.0,,5.288345000027628e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Pré-curso
5288345000027627481,28/03/2023 07:00,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.28834500002235e+18,,Aprovado,77.0,,5.288345000027628e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,Empregabilidade,No,,,,,No,No,No,Yes,No,Pré-curso
5288345000027627495,28/03/2023 07:00,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000023723e+18,,Aprovado,73.0,,5.288345000027628e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Pré-curso
5288345000027627513,28/03/2023 07:03,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000023045e+18,,Aprovado,86.0,,5.288345000027628e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Pré-curso
5288345000027627527,28/03/2023 07:05,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000023878e+18,,Reprovado,13.0,,5.288345000027628e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Pré-curso
5288345000027627541,28/03/2023 07:05,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000022511e+18,,Aprovado,99.0,,5.288345000027628e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Pré-curso
5288345000027627555,28/03/2023 07:06,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000023717e+18,,Aprovado,73.0,,5.288345000027628e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,Empregabilidade,No,,,,,No,No,No,Yes,No,Pré-curso
5288345000027627569,28/03/2023 07:07,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000022601e+18,,Aprovado,94.0,,5.288345000027628e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Pré-curso
5288345000027627583,28/03/2023 07:08,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000022486e+18,,Aprovado,82.0,,5.288345000027628e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Pré-curso
5288345000027627597,28/03/2023 07:09,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000022576e+18,,Aprovado,89.0,,5.288345000027628e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,Empregabilidade,No,,,,,No,No,No,Yes,No,Pré-curso
5288345000027627611,28/03/2023 07:10,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000022252e+18,,Reprovado,67.0,,5.288345000027628e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Pré-curso
5288345000027627625,28/03/2023 07:11,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000022576e+18,,Aprovado,89.0,,5.288345000027628e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Pré-curso
5288345000027627639,28/03/2023 07:12,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000022467e+18,,Aprovado,93.0,,5.288345000027628e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Pré-curso
5288345000027627653,28/03/2023 07:13,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000023838e+18,,Reprovado,11.0,,5.288345000027628e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Pré-curso
5288345000027627667,28/03/2023 07:14,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000022232e+18,,Reprovado,39.0,,5.288345000027628e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Pré-curso
5288345000027627681,28/03/2023 07:15,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000022234e+18,,Aprovado,95.0,,5.288345000027628e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Pré-curso
5288345000027627695,28/03/2023 07:16,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000022233e+18,,Aprovado,99.0,,5.288345000027628e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Pré-curso
5288345000027627709,28/03/2023 07:18,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000023667e+18,,Reprovado,0.0,,5.288345000027628e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Pré-curso
5288345000027627771,28/03/2023 10:32,11/10/2024 12:34,5288345000015189003,Francimario Almeida,5.288345000022716e+18,,Aprovado,83.0,,5.288345000027632e+18,5288345000015189003,No,11/10/2024 12:34,5288345000010971001,14/12/2023,,,No,,,,,No,No,No,No,No,Pré-curso
5288345000029490047,11/04/2023 06:52,11/10/2024 14:17,5288345000000366001,Administrador EdN,5.288345000028583e+18,,Aprovado,83.0,5.288345000028557e+18,5.288345000028006e+18,5288345000000366001,No,11/10/2024 14:17,5288345000010971001,14/12/2023,,,No,,Aprovado,16/09/2023,16/09/2023,No,No,Yes,No,No,Curso Base
5288345000029574321,12/04/2023 05:56,11/10/2024 14:17,5288345000000366001,Administrador EdN,5.288345000027908e+18,,Aprovado,87.0,5.288345000027912e+18,5.288345000028006e+18,5288345000000366001,No,11/10/2024 14:17,5288345000010971001,14/12/2023,,Empregabilidade,No,,Aprovado,02/02/2024,16/08/2023,No,No,Yes,No,No,Curso Base
5288345000029605257,12/04/2023 06:11,11/10/2024 14:17,5288345000000366001,Administrador EdN,5.288345000028206e+18,,Aprovado,93.0,5.2883450000282e+18,5.288345000028006e+18,5288345000000366001,No,11/10/2024 14:17,5288345000010971001,14/12/2023,,Empregabilidade,No,,Reprovado,11/06/2024,17/08/2023,No,No,Yes,No,No,Curso Base
5288345000029606427,12/04/2023 06:34,11/10/2024 14:17,5288345000000366001,Administrador EdN,5.288345000023109e+18,,Aprovado,100.0,5.288345000028469e+18,5.288345000028006e+18,5288345000000366001,No,11/10/2024 14:17,5288345000010971001,14/12/2023,,Empregabilidade,No,,Aprovado,21/08/2023,21/08/2023,No,No,Yes,No,No,Curso Base
5288345000029606432,12/04/2023 06:39,11/10/2024 14:17,5288345000000366001,Administrador EdN,5.288345000028399e+18,,Aprovado,100.0,5.288345000028406e+18,5.288345000028006e+18,5288345000000366001,No,11/10/2024 14:17,5288345000010971001,14/12/2023,,Empregabilidade,No,,Aprovado,07/08/2023,07/08/2023,No,No,Yes,No,No,Curso Base
5288345000029625453,12/04/2023 06:22,11/10/2024 14:17,5288345000000366001,Administrador EdN,5.288345000025228e+18,26/06/2023,Desistência,,5.288345000028665e+18,5.288345000028006e+18,5288345000000366001,No,11/10/2024 14:17,5288345000010971001,14/12/2023,Evasão sem justificativa/sem retorno,,No,,,,,No,No,No,No,No,Curso Base
5288345000029592011,11/04/2023 10:42,11/10/2024 14:17,5288345000000366001,Administrador EdN,5.288345000028558e+18,,Aprovado,99.0,5.288345000028603e+18,5.288345000028006e+18,5288345000000366001,No,11/10/2024 14:17,5288345000010971001,14/12/2023,,Empregabilidade,No,,Aprovado,18/08/2023,18/08/2023,No,No,Yes,No,No,Curso Base
5288345000029593041,11/04/2023 11:08,11/10/2024 14:17,5288345000000366001,Administrador EdN,5.28834500002818e+18,,Aprovado,88.0,5.28834500002819e+18,5.288345000028006e+18,5288345000000366001,No,11/10/2024 14:17,5288345000010971001,14/12/2023,,Empregabilidade,No,,Reprovado,29/08/2023,29/08/2023,No,No,Yes,No,No,Curso Base
